Temperature,Humidity
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
27,91
